time,open,high,low,close,Buy,Sell,LinReg Candles (Open),LinReg Candles (High,LinReg Candles (Low),LinReg Candles (Close),LinReg Candles (Open),LinReg Candles (High,LinReg Candles (Low),LinReg Candles (Close),Plot,Volume
2026-02-04T14:44:00+05:30,25808.431505038105,25813.1,25806.85,25809.2125,0,0,25811.532241753615,25814.856957293516,25808.813415676253,25811.770454545458,,,,,25810.45592532462,1057825
2026-02-04T14:45:00+05:30,25808.822002519053,25812.65,25804.5,25808.0875,0,0,,,,,25811.651348149517,25814.57284319915,25808.249455288274,25811.057386363616,25811.179301947996,819545
2026-02-04T14:46:00+05:30,25808.454751259527,25811.05,25795.65,25802.137499999997,0,0,,,,,25811.35436725658,25812.779638195687,25804.460494900286,25807.746022727282,25811.02889610384,1691148
2026-02-04T14:47:00+05:30,25805.296125629764,25805.296125629764,25784.95,25791.9125,0,1,,,,,25809.550194991934,25809.721564074418,25797.160170875966,25801.50170454545,25809.731574675272,1196383
2026-02-04T14:48:00+05:30,25798.60431281488,25798.60431281488,25782.25,25789.899999999998,0,0,,,,,25805.525949768697,25805.36627107432,25790.30896410205,25796.067045454554,25807.47451298696,991983
2026-02-04T14:49:00+05:30,25794.25215640744,25798.6,25792.3,25795.4375,0,0,,,,,25800.796497611627,25801.823046141562,25788.078432561015,25793.57784090909,25804.788798701244,2693881
2026-02-04T14:50:00+05:30,25794.84482820372,25797.95,25792.3,25795.4125,0,0,,,,,25797.187169260353,25799.33436666334,25786.868181818187,25792.207954545473,25801.989772727215,1694043
2026-02-04T14:51:00+05:30,25795.12866410186,25799.55,25792.35,25796.6,0,0,,,,,25794.697561902885,25797.71614173056,25786.322727272745,25791.658522727288,25799.116639610333,1042670
2026-02-04T14:52:00+05:30,25795.86433205093,25799.25,25794.15,25797.3625,0,0,,,,,25793.178042315096,25796.53428043419,25787.30909090911,25791.974431818173,25796.390503246697,932157
2026-02-04T14:53:00+05:30,25796.613416025466,25798.45,25793.05,25796.5375,0,0,,,,,25792.576237066638,25795.647873683207,25788.347727272732,25792.49602272728,25794.21193181813,1113456
2026-02-04T14:54:00+05:30,25796.575458012732,25796.65,25791.5,25795.050000000003,0,0,25792.536129896947,25794.35019603704,25788.97727272729,25792.674999999992,,,,,25792.950974025916,1128824
2026-02-04T14:55:00+05:30,25795.812729006368,25798.7,25793.65,25795.399999999998,0,0,25792.60556494848,25794.902448835008,25791.390909090882,25793.902272727246,,,,,25792.64172077916,1177183
